SOURCE_REPORTING_UNIT_NAME,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,LATITUDE,LONGITUDE,Locations_Address,OWNER_CODE,OWNER_DESCR,STATE,County
California Desert District,KINGSTON 2,2006,2453920,Lightning,2453930,193,846,488,35.7103,-115.903,"California, USA",1,BLM,CA,San Bernardino
California Desert District,SAWTOOTH,2006,2453930,Lightning,2453940,201,1800,61700,34.1403,-116.522,"San Bernardino County, CA, USA",1,BLM,CA,San Bernardino
California Desert District,BORDER 16,2006,2453940,Campfire,2453940,202,800,492,32.6572,-116.813,"15201 CA-94, Dulzura, CA 91917, USA",1,BLM,CA,San Diego
California Desert District,COTTONWOOD,2006,2453950,Miscellaneous,2453960,220,1800,2346,35.5358,-118.785,"Bakersfield, CA 93308, USA",1,BLM,CA,Kern
California Desert District,QUAIL,2006,2453960,Equipment Use,2453960,228,1800,4864,34.7458,-118.796,"44761 Orwin Way, Lebec, CA 93243, USA",8,PRIVATE,CA,Los Angeles
California Desert District,ALESSANDRO,2007,2454160,Miscellaneous,2454160,64,1500,400,33.9231,-117.061,"Jack Rabbit Trail, Moreno Valley, CA 92555, USA",1,BLM,CA,Riverside
California Desert District,WALKER,2007,2454200,Lightning,2454200,98,1600,901,35.6497,-117.988,"Onyx, CA 93255, USA",1,BLM,CA,Kern
California Desert District,DAWSON,2007,2454230,Miscellaneous,2454230,129,1800,993,33.8236,-117.461,"20371 Farley Ave, Corona, CA 92881, USA",1,BLM,CA,Riverside
California Desert District,INKOPAH,2007,2454260,Debris Burning,2454260,159,1200,1118,32.6025,-116.842,"Jamul, CA 91935, USA",1,BLM,CA,Imperial
California Desert District,UNNAMED FIRE 3175,2007,2454260,Miscellaneous,2454260,157,1800,1500,32.646,-116.186,"1801 Carrizo Gorge Rd, Jacumba Hot Springs, CA 91934, USA",8,PRIVATE,CA,San Diego
California Desert District,CANYON,2007,2454290,Miscellaneous,2454290,191,800,815,34.4833,-118.344,"32350 Cll De Las Casas, Canyon Country, CA 91390, USA",1,BLM,CA,Los Angeles
California Desert District,ANGEL,2007,2454360,Campfire,2454360,263,1800,837,33.0844,-116.6,"Julian, CA 92036, USA",1,BLM,CA,San Diego
California Desert District,DOS PALMAS,2008,2454570,Powerline,2454570,106,1800,456,33.5081,-115.825,"Mecca, CA 92254, USA",1,BLM,CA,Riverside
California Desert District,ACOMA FIRE CDD6343,2008,2454620,Miscellaneous,2454630,162,1800,356,34.0801,-116.437,"56258 Eagles Nest, Yucca Valley, CA 92284, USA",1,BLM,CA,San Bernardino
California Desert District,SESNON,2008,2454750,Powerline,2454760,299,1411,14703,34.3097,-118.609,"Palo Sola Truck Rd, Chatsworth, CA 91311, USA",1,BLM,CA,Los Angeles
Northern California District,CCD TURTLE,2000,2451720,Lightning,2451730,188,1800,1076,40.0649,-120.046,"Doyle, CA 96109, USA",1,BLM,CA,Lassen
Northern California District,GOAT,2000,2451740,Campfire,2451750,207,2000,1084,40.4173,-120.804,"Susanville, CA 96130, USA",8,PRIVATE,CA,Lassen
Northern California District,LNU MORGAN,2000,2451750,Miscellaneous,2451760,212,2000,3283,38.9182,-122.699,"8421 CA-29, Lower Lake, CA 95457, USA",1,BLM,CA,Lake
Northern California District,BTU CONCOW,2000,2451810,Equipment Use,2451810,269,1800,1856,39.7349,-121.531,"Unnamed Road, Oroville, CA 95965, USA",8,PRIVATE,CA,Butte
Northern California District,TGU WEIN,2000,2451820,Debris Burning,2451820,279,800,8284,39.9665,-122.609,"Red Bluff, CA 96080, USA",1,BLM,CA,Tehama
Northern California District,HILTON,2001,2452050,Arson,2452050,145,1509,390,41.2618,-120.717,"Alturas, CA 96101, USA",8,PRIVATE,CA,Modoc
Northern California District,DEMO,2001,2452060,Lightning,2452060,147,1900,614,40.3152,-120.024,"Wendel, CA 96136, USA",1,BLM,CA,Lassen
Northern California District,LMU DEVIL,2001,2452060,Miscellaneous,2452060,155,800,4400,40.3716,-120.779,"Susanville, CA 96130, USA",8,PRIVATE,CA,Lassen
Northern California District,HUU FLAT,2001,2452060,Campfire,2452070,156,1800,308,40.2353,-124.277,"Humboldt County, CA, USA",1,BLM,CA,Humboldt
Northern California District,HOG,2001,2452070,Equipment Use,2452070,164,1703,340,40.2945,-122.114,"Red Bluff, CA 96080, USA",1,BLM,CA,Tehama
Northern California District,DUNN,2001,2452100,Lightning,2452100,193,1800,308,40.9266,-120.048,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,LMU GRASS,2001,2452120,Lightning,2452120,212,2000,992,40.7982,-120.739,"California, USA",1,BLM,CA,Lassen
Northern California District,SHAFFER,2001,2452130,Lightning,2452130,222,1800,1022,40.4414,-120.319,"Litchfield, CA 96117, USA",1,BLM,CA,Lassen
Northern California District,COWHEAD,2001,2452130,Lightning,2452130,225,1800,709,41.8652,-120.071,"Fort Bidwell, CA 96112, USA",1,BLM,CA,Modoc
Northern California District,OBSERVATIO,2001,2452130,Lightning,2452140,229,1800,67792,40.7728,-120.24,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,SHU EAST,2001,2452130,Powerline,2452130,225,2000,640,40.7182,-122.608,"French Gulch, CA 96033, USA",1,BLM,CA,Shasta
Northern California District,BLACK,2002,2452470,Lightning,2452470,197,2000,1510,40.6185,-120.547,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,RUSH,2002,2452470,Lightning,2452470,198,2000,5015,40.6359,-120.131,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,POPE,2002,2452500,Equipment Use,2452500,222,2000,800,38.6582,-122.345,"Napa County, CA, USA",1,BLM,CA,Napa
Northern California District,BURNS,2002,2452540,Equipment Use,2452540,268,800,485,39.6886,-123.542,"Laytonville, CA 95454, USA",8,PRIVATE,CA,Mendocino
Northern California District,LNU 16,2002,2452550,Miscellaneous,2452550,276,1700,693,38.9049,-122.254,"14801 Rd 41, Capay, CA 95607, USA",1,BLM,CA,Yolo
Northern California District,LMU A3,2003,2452820,Equipment Use,2452820,185,800,1113,40.2982,-120.459,"Hemphill Rd, Janesville, CA 96114, USA",8,PRIVATE,CA,Lassen
Northern California District,SMOKE,2003,2452840,Lightning,2452850,209,600,7790,40.6899,-120.006,"California, USA",1,BLM,CA,Lassen
Northern California District,SHINN,2003,2452840,Lightning,2452850,206,1800,474,40.5749,-120.234,"736000 Stoney Creek Rd, Litchfield, CA 96117, USA",1,BLM,CA,Lassen
Northern California District,BARBER,2003,2452850,Lightning,2452860,216,1800,1330,41.2616,-120.081,"Eagleville, CA 96110, USA",1,BLM,CA,Modoc
Northern California District,LNU MORGAN,2003,2452890,Lightning,2452890,249,1000,1465,38.8899,-122.421,"Lake County, CA, USA",1,BLM,CA,Lake
Northern California District,42,2003,2452890,Lightning,2452890,248,1700,400,39.3987,-122.498,"Elk Creek, CA 95939, USA",8,PRIVATE,CA,Glenn
Northern California District,LIGHTNING HONEYDEW4M,2003,2452890,Lightning,2452890,246,1025,13846,40.1744,-124.073,"Garberville, CA 95542, USA",8,PRIVATE,CA,Humboldt
Northern California District,SECRET,2003,2452930,Equipment Use,2452930,292,1800,1195,40.6249,-120.251,"Litchfield, CA 96117, USA",1,BLM,CA,Lassen
Northern California District,SKEDADDLE,2004,2453180,Lightning,2453180,177,1800,368,40.4028,-120.173,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,LIGHT 37,2004,2453210,Lightning,2453210,206,2017,400,41.8517,-122.47,"10100-10230 Hornbrook Ager Rd, Hornbrook, CA 96044, USA",8,PRIVATE,CA,Siskiyou
Northern California District,IRONGATE,2004,2453210,Lightning,2453210,210,800,2400,41.9539,-122.451,"Hornbrook, CA 96044, USA",8,PRIVATE,CA,Siskiyou
Northern California District,OREGON,2004,2453230,Equipment Use,2453230,226,2000,2030,39.591,-121.512,"126 Buckhorn Trail, Oroville, CA 95965, USA",8,PRIVATE,CA,Butte
Northern California District,BTU OREGON,2004,2453230,Powerline,2453230,226,1420,320,39.5482,-121.531,"384-410 Oregon Gulch Rd, Oroville, CA 95965, USA",1,BLM,CA,Butte
Northern California District,SNAKE,2004,2453230,Lightning,2453230,227,1800,480,41.1882,-120.068,"Modoc County, CA, USA",1,BLM,CA,Modoc
Northern California District,BELFAST,2004,2453230,Lightning,2453230,229,1800,446.9,40.4352,-120.484,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,STONEY,2004,2453230,Lightning,2453230,228,1800,910,40.5682,-120.193,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,LONG,2004,2453240,Miscellaneous,2453250,241,2000,400,39.047,-122.584,"CLEARLAKE OKS, CA 95423, USA",8,PRIVATE,CA,Lake
Northern California District,RANCH,2005,2453580,Equipment Use,2453580,208,2000,430,40.3192,-122.797,"Wildwood, CA 96076, USA",8,PRIVATE,CA,Tehama
Northern California District,SMOKE CREEK,2006,2453910,Lightning,2453920,181,1800,918,40.6164,-120.121,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,OBSERVATION,2006,2453910,Lightning,2453920,181,1800,2190,40.7653,-120.141,"California, USA",1,BLM,CA,Lassen
Northern California District,RUSH,2006,2453910,Lightning,2453920,181,1800,517,40.6164,-120.121,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,NORTH HORSE,2006,2453910,Lightning,2453920,181,1800,415,40.7486,-120.461,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,LGT 11,2006,2453910,Lightning,2453910,177,2200,647,40.4022,-120.692,"Susanville, CA 96130, USA",8,PRIVATE,CA,Lassen
Northern California District,LGT 17,2006,2453910,Lightning,2453910,178,1827,500,41.2335,-120.962,"Adin, CA 96006, USA",8,PRIVATE,CA,Modoc
Northern California District,29,2006,2453930,Equipment Use,2453940,203,1545,550,38.6983,-122.599,"24462 Bradford Rd, Middletown, CA 95461, USA",8,PRIVATE,CA,Lake
Northern California District,CREEK,2006,2453930,Miscellaneous,2453940,209,600,1234,40.3734,-120.729,"Lassen County, CA, USA",8,PRIVATE,CA,Lassen
Northern California District,SHU JUNCTION,2006,2453950,Miscellaneous,2453950,216,1800,3192,40.7192,-123.035,"1041 Sky Ranch Rd, Junction City, CA 96048, USA",1,BLM,CA,Shasta
Northern California District,CCD SAGE,2006,2453950,Lightning,2453950,219,1300,300,40.0094,-120.052,"752250 Homestead Ranch Rd, Doyle, CA 96109, USA",1,BLM,CA,Lassen
Northern California District,MEU NOBLE,2006,2454000,Miscellaneous,2454010,273,800,1014,39.9514,-123.718,"Mendocino County, CA, USA",1,BLM,CA,Mendocino
Northern California District,UNNAMED FIRE 3799,2007,2454240,Miscellaneous,2454240,142,1500,450,38.5121,-122.104,"CA-128, Napa, CA 94558, USA",8,PRIVATE,CA,Napa
Northern California District,UNNAMED FIRE 3800,2007,2454290,Miscellaneous,2454290,193,1700,776,41.0019,-121.506,"FL RIVER MLS, CA 96028, USA",1,BLM,CA,Shasta
Northern California District,UNNAMED FIRE 3798,2007,2454330,Smoking,2454330,227,430,400,38.4947,-122.027,"CA-128, Winters, CA 95694, USA",8,PRIVATE,CA,Yolo
Northern California District,MEU ORR,2008,2454640,Lightning,2454660,194,2300,3416,39.2183,-123.411,"Mendocino County, CA, USA",1,BLM,CA,Mendocino
Northern California District,MEU JACKS,2008,2454640,Lightning,2454660,194,2300,1538,39.2633,-123.331,"Mendocino County, CA, USA",8,PRIVATE,CA,Mendocino
Northern California District,HUU PARADISE,2008,2454640,Lightning,2454670,200,1800,886,40.3994,-123.949,"26390 CA-254, Redcrest, CA 95569, USA",1,BLM,CA,Humboldt
Northern California District,MEU RED MTN 1 3,2008,2454640,Lightning,2454670,207,1800,3597,39.8644,-123.665,"Mendocino County, CA, USA",1,BLM,CA,Humboldt
Northern California District,SHU MOTION DEMOCRAT,2008,2454640,Lightning,2454710,242,1700,6267,40.6803,-122.488,"Shasta, CA, USA",1,BLM,CA,Shasta
Northern California District,BTU CAMP,2008,2454640,Lightning,2454680,211,1800,787.5,39.7778,-121.552,"13189 Jordan Hill Rd, Oroville, CA 95965, USA",1,BLM,CA,Butte
Northern California District,SHU MOON COMPLEX,2008,2454640,Lightning,2454710,242,1700,1167,40.5494,-122.756,"Ono, CA 96047, USA",1,BLM,CA,Shasta
Northern California District,HUU WALKER,2008,2454640,Equipment Use,2454650,180,1200,11089,39.0464,-122.533,"CLEARLAKE OKS, CA 95423, USA",8,PRIVATE,CA,Lake
Northern California District,LMU PETERSON COM,2008,2454640,Lightning,2454650,182,1800,4700,40.9114,-121.379,"Shasta County, CA, USA",1,BLM,CA,Shasta
Northern California District,MENDIBOURNE,2009,2455040,Lightning,2455040,213,1800,1500,40.9639,-120.361,"Lassen County, CA, USA",1,BLM,CA,Lassen
Northern California District,SHU CASSEL,2009,2455050,Lightning,2455050,222,1200,4500,40.9347,-121.526,"FL RIVER MLS, CA 96028, USA",1,BLM,CA,Shasta
Northern California District,SHU COFFIN,2009,2455060,Debris Burning,2455060,227,1900,1098,40.6931,-122.84,"Lockhart Ranch Rd, Lewiston, CA 96052, USA",1,BLM,CA,Trinity
Carson City District Office,SILVER  2,2002,2452480,Lightning,2452490,214,1800,600,38.5952,-119.612,"Sierra Nevada, California, USA",1,BLM,CA,Alpine
Carson City District Office,MUD LAKE,2005,2453560,Miscellaneous,2453560,193,1930,580,38.8069,-119.83,"Markleeville, CA 96120, USA",1,BLM,CA,Alpine
Carson City District Office,TRAILER 1,2009,2455030,Equipment Use,2455040,205,1800,1349,39.91,-120.013,"US-395, Doyle, CA 96109, USA",1,BLM,CA,Lassen
Northern California Area Office,LOWER SHU LIGHTNING,2008,2454640,Lightning,2454660,196,1500,1309,40.6402,-122.759,"16400 CA-299, Lewiston, CA 96052, USA",10,BOR,CA,Shasta
Lava Beds National Monument,JACK,2008,2454700,Lightning,2454710,244,1800,6065,41.8117,-121.528,"Tulelake, CA 96134, USA",3,NPS,CA,
Death Valley National Park,HAPPY,2000,2451750,Debris Burning,2451760,221,1800,5861,36.0713,-117.107,"California, USA",3,NPS,CA,
Death Valley National Park,TOWNES,2005,2453580,Lightning,2453580,210,1800,350,36.3999,-117.281,"Inyo County, CA, USA",3,NPS,CA,
Death Valley National Park,BUTTE 2,2006,2453920,Lightning,2453920,187,1800,2039,36.0177,-117.068,"Inyo County, CA, USA",3,NPS,CA,
Death Valley National Park,GOLD VALLEY,2006,2453940,Lightning,2453940,202,1700,480,36.0377,-116.633,"Inyo County, CA, USA",3,NPS,CA,
Death Valley National Park,CALICO,2006,2453940,Lightning,2453940,209,1800,9280,36.5558,-117.052,"Inyo County, CA, USA",3,NPS,CA,
Death Valley National Park,GOLDEN,2007,2454200,Miscellaneous,2454210,105,1300,1988,36.0217,-116.623,"Inyo County, CA, USA",3,NPS,CA,
Joshua Tree National Monument,KINGSTON2,2005,2453580,Lightning,2453580,213,1800,500,34.6956,-115.92,"San Bernardino County, CA, USA",1,BLM,CA,
Joshua Tree National Monument,GEO,2006,2453920,Lightning,2453920,183,1800,740,33.9986,-116.063,"TWENTYNIN PLM, CA 92277, USA",3,NPS,CA,
Joshua Tree National Monument,PUSHWALLA,2006,2453920,Lightning,2453930,194,1800,2200,33.9117,-115.94,"California, USA",3,NPS,CA,
Joshua Tree National Monument,COVINGTON,2006,2453940,Lightning,2453940,204,900,534,34.0728,-116.349,"Yucca Valley, CA 92284, USA",3,NPS,CA,
Joshua Tree National Monument,WHISPERING PINES,2006,2453940,Lightning,2453950,213,1800,993,34.0725,-116.325,"Joshua Tree, CA 92252, USA",3,NPS,CA,
Joshua Tree National Monument,LOST HORSE,2009,2454980,Arson,2454980,153,1800,450,33.9575,-116.133,"Riverside County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,BURNT,2001,2452120,Lightning,,,,2213,36.9604,-118.7,"Fresno County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,HIGHWAY,2001,2452140,Miscellaneous,2452150,243,0,4152,36.7502,-119.087,"41457-41525 E Kings Canyon Rd, Dunlap, CA 93621, USA",5,USFS,CA,
Sequoia & Kings Canyon National Park,TAR,2001,2452160,Lightning,,,,508,36.4185,-118.671,"Tulare County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,PALISADE,2002,2452510,Lightning,,,,1497,37.0533,-118.537,"Fresno County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,WILLIAMS,2003,2452850,Lightning,,,,3471,36.715,-118.696,"Sierra Nevada, California, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,WEST KERN,2003,2452870,Lightning,,,,7963,36.361,-118.419,"Sierra Nevada, California, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,PARADISE 2,2003,2452910,Lightning,2452990,349,1200,1297,36.48,-118.75,"Tulare County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,HOTSPRINGS,2004,2453230,Lightning,,,,332,36.4686,-118.393,"Sierra Nevada, California, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,COMB,2005,2453570,Lightning,,,,8675,36.833,-118.671,"Fresno County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,KERN,2005,2453670,Lightning,,,,346,36.3657,-118.396,"Sierra Nevada, California, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,BURNT,2006,2453940,Lightning,,,,627,36.9542,-118.733,"Fresno County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,ROARING,2006,2453940,Lightning,2454080,349,1630,1643,36.767,-118.638,"Sierra Nevada, California, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,HIDDEN,2008,2454720,Lightning,2454750,282,1800,3685,36.6069,-118.858,"Tulare County, CA, USA",3,NPS,CA,
Sequoia & Kings Canyon National Park,HORSE,2009,2455030,Lightning,2455120,285,1500,664,36.3873,-118.645,"Tulare County, CA, USA",3,NPS,CA,
Lassen Volcanic National Park,BLUFF,2004,2453190,Lightning,,,,3413,40.4738,-121.381,"Shasta County, CA, USA",3,NPS,CA,
Lassen Volcanic National Park,HORSESHOE,2005,2453620,Lightning,2453700,333,800,1525,40.2799,-121.201,"Plumas County, CA, USA",3,NPS,CA,
Lassen Volcanic National Park,FAIRFIELD,2009,2455050,Lightning,2455100,273,1800,1664,40.522,-121.35,"California, USA",3,NPS,CA,
Mojave National Park,WILDHORSE,2002,2452470,Lightning,2452470,195,1800,650,35.1417,-115.493,"San Bernardino County, CA, USA",3,NPS,CA,
Mojave National Park,HACKBERRY,2005,2453540,Lightning,2453560,188,1800,5059,35.0581,-115.211,"San Bernardino County, CA, USA",3,NPS,CA,
Mojave National Park,GOFFS#1,2005,2453540,Lightning,2453560,188,1800,2100,35.0506,-115.23,"San Bernardino County, CA, USA",3,NPS,CA,
Mojave National Park,RANCH,2005,2453540,Lightning,2453550,178,1800,2500,34.9861,-115.472,"Essex, CA 92332, USA",3,NPS,CA,
Mojave National Park,WILDHORSE,2005,2453540,Lightning,2453560,188,1800,63436,35.0608,-115.424,"San Bernardino County, CA, USA",3,NPS,CA,
Mojave National Park,HALLORAN,2005,2453590,Lightning,2453590,215,2222,1064,35.3986,-115.78,"Baker, CA 92364, USA",3,NPS,CA,
Mojave National Park,KINGSTON#3,2005,2453620,Miscellaneous,2453630,257,1700,635,35.7861,-115.939,"San Bernardino County, CA, USA",1,BLM,CA,
Mojave National Park,MESQUITE,2006,2453930,Lightning,2453930,193,1800,586,35.7267,-115.708,"San Bernardino County, CA, USA",1,BLM,CA,
Mojave National Park,TUFFNUT,2006,2453940,Lightning,2453940,209,1800,1200,35.0369,-115.509,"San Bernardino County, CA, USA",3,NPS,CA,
Redwood National Park,TUK,2003,2452940,Debris Burning,2452940,305,1800,315,41.2229,-123.973,"Humboldt County, CA, USA",3,NPS,CA,
Santa Monica Mountains National Recreation Area,CALABASAS,2000,2451710,Missing/Undefined,2451710,164,600,640,34.1833,-118.684,"Woodland Hills, CA 91367, USA",8,PRIVATE,CA,
Santa Monica Mountains National Recreation Area,PACIFIC,2003,2452650,Powerline,2452650,7,2300,772,34.0417,-118.851,"5931 Trancas Canyon Rd, Malibu, CA 90265, USA",8,PRIVATE,CA,
Santa Monica Mountains National Recreation Area,TOPANGA,2005,2453640,Miscellaneous,2453650,283,1800,24970,34.2833,-118.611,"11643 Poema Pl, Chatsworth, CA 91311, USA",3,NPS,CA,
Santa Monica Mountains National Recreation Area,CANYON,2007,2454390,Missing/Undefined,2454400,299,1800,4565,34.0632,-118.699,"Malibu, CA 90265, USA",7,STATE,CA,
Santa Monica Mountains National Recreation Area,CORRAL,2007,2454430,Campfire,2454430,332,1800,4901,34.0786,-118.756,"Castro Peak Motorway, Malibu, CA 90265, USA",3,NPS,CA,
Whiskeytown National Recreation Area,FRENCH,2004,2453230,Arson,2453240,239,1800,12535,40.681,-122.641,"13532 Trinity Mountain Rd, French Gulch, CA 96033, USA",7,STATE,CA,
Whiskeytown National Recreation Area,WHISKEYTOWN COMPLEX,2008,2454640,Lightning,2454740,278,1800,6420,40.614,-122.632,"Shasta, CA 96087, USA",3,NPS,CA,
Yosemite National Park,HOOVER,2001,2452100,Lightning,,,,9300,37.6249,-119.487,"Madera County, CA, USA",3,NPS,CA,
Yosemite National Park,WOLF,2002,2452470,Lightning,,,,2108,37.871,-119.679,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,SOK,2003,2452850,Lightning,,,,5524.8,38.0606,-119.866,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,WHISKEY,2003,2452850,Lightning,,,,1225,37.8497,-119.605,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,TUOLUMNE,2003,2452880,Lightning,,,,1600,37.8586,-119.716,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,KIBBIESUPP,2003,2452910,Lightning,2452930,289,1700,2771.9,38.0605,-119.851,"Tuolumne County, CA, USA",3,NPS,CA,
Yosemite National Park,MEADOW,2004,2453190,Lightning,,,,5633,37.6569,-119.57,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,HETCHY,2004,2453290,Arson,2453300,291,800,2310,37.9544,-119.725,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,WAPAMA,2005,2453630,Lightning,2453680,305,1800,1058,38.0219,-119.767,"Tuolumne County, CA, USA",3,NPS,CA,
Yosemite National Park,LAUREL,2005,2453630,Lightning,2453690,319,1800,477.5,38.0219,-119.783,"Tuolumne County, CA, USA",3,NPS,CA,
Yosemite National Park,FROG,2006,2453940,Lightning,2454020,288,1200,6031,38.0111,-119.767,"Tuolumne County, CA, USA",3,NPS,CA,
Yosemite National Park,BOUNDARY,2006,2453970,Campfire,2453980,240,600,459,37.7467,-119.649,"TUOLUMNE MEADOWS, CA 95389, USA",3,NPS,CA,
Yosemite National Park,MIDDLE T,2006,2453970,Lightning,2454000,263,1700,345,37.8639,-119.711,"Yosemite National Park, California, USA",3,NPS,CA,
Yosemite National Park,BALD WFU,2007,2454340,Lightning,2454350,248,1800,304,37.8732,-119.736,"Tuolumne County, CA, USA",3,NPS,CA,
Yosemite National Park,JACK,2007,2454410,Lightning,2454450,352,2300,1082,37.5642,-119.67,"TUOLUMNE MEADOWS, CA 95389, USA",3,NPS,CA,
Yosemite National Park,GROUSE,2009,2454980,Lightning,2455060,224,1800,3007,37.6907,-119.684,"Mariposa County, CA, USA",3,NPS,CA,
Yosemite National Park,HARDEN,2009,2454990,Lightning,2455050,221,1700,1654,37.8937,-119.704,"Tuolumne County, CA, USA",3,NPS,CA,
Yosemite National Park,BIG MEADOW SUPRESS,2009,2455070,Debris Burning,2455080,250,1800,7425,37.7092,-119.75,"4261 1st St, Wawona, CA 95389, USA",3,NPS,CA,
Imperial National Wildlife Refuge,WHITEROCK,1992,2448730,Miscellaneous,2448730,111,800,2400,32.9333,-114.467,"Yuma County, AZ, USA",1,BLM,CA,
Grasslands Wildlife Management Area,CHRISTMAN1,1992,2448890,Debris Burning,2448890,271,1600,450,37.6167,-121.167,"Stanislaus County, CA, USA",4,FWS,CA,
Pixley National Wildlife Refuge,TURKEYTR,1992,2448790,Arson,2448790,164,1830,1200,35.9167,-119.417,"Earlimart, CA 93219, USA",4,FWS,CA,
Clear Lake National Wildlife Refuge,ROCK PILE,1996,2450320,Lightning,2450320,240,1900,350,41.817,-121.114,"Modoc County, CA, USA",4,FWS,CA,
Kern National Wildlife Refuge,COROCRAN,1996,2450260,Arson,2450260,177,1430,450,41,-120,"Lassen County, CA, USA",8,PRIVATE,CA,
San Diego National Wildlife Refuge,OTAY322,1996,2450380,Campfire,2450380,302,800,14720,32.6439,-116.844,"Otay Ranch, Chula Vista, CA, USA",1,BLM,CA,
Sacramento River National Wildlife Refuge,ROWLES,1999,2451450,Miscellaneous,2451450,269,1800,790,39.9053,-122.021,"Cohasset, CA 95973, USA",6,OTHER FEDERAL,CA,
San Diego National Wildlife Refuge,PROCTOR,1999,2451450,Miscellaneous,2451450,274,1800,850,32.6684,-116.927,"Chula Vista, CA 91914, USA",4,FWS,CA,
Clear Lake National Wildlife Refuge,CLEAR,2001,2452090,Lightning,2452100,186,1800,4317,41.8667,-121.125,"California, USA",4,FWS,CA,
Grasslands Wildlife Management Area,AQUEDUCT,2001,2452090,Equipment Use,2452090,182,1130,700,37.0787,-120.989,"Los Banos, CA 93635, USA",6,OTHER FEDERAL,CA,
San Luis National Wildlife Refuge,165,2001,2452070,Miscellaneous,2452070,165,2200,950,37.15,-120.852,"Los Banos, CA 93635, USA",4,FWS,CA,
San Diego National Wildlife Refuge,BELL,2001,2452250,Miscellaneous,2452250,343,1800,1200,32.6167,-116.617,"24545 Stage Coach Rd, Potrero, CA 91963, USA",8,PRIVATE,CA,
Grasslands Wildlife Management Area,BOX,2002,2452440,Smoking,2452440,170,2100,300,37.0621,-120.717,"15430 Branco Rd, Dos Palos, CA 93620, USA",6,OTHER FEDERAL,CA,
Pixley National Wildlife Refuge,STATE OF CA #24,2002,2452440,Equipment Use,2452440,165,2200,641,35.8848,-119.313,"11221-11531 Co Rd J22, Earlimart, CA 93219, USA",6,OTHER FEDERAL,CA,
Sacramento National Wildlife Refuge & Complex,SAC AB,2002,2452460,Equipment Use,2452470,196,1100,750,39.4494,-122.159,"Willows, CA 95988, USA",4,FWS,CA,
Havasu National Wildlife Refuge,LIGHTNING,2003,2452840,Lightning,2452840,198,1900,2180,35.0058,-114.661,"Needles, CA 92363, USA",4,FWS,CA,
Lower Klamath National Wildlife Refuge,OKLAHOMA,2003,2452910,Debris Burning,2452910,272,1900,427,41.9983,-121.703,"Dorris, CA 96023, USA",4,FWS,CA,
San Luis National Wildlife Refuge,165,2003,2452800,Miscellaneous,2452800,157,1800,300,37.183,-120.783,"Dos Palos, CA 93620, USA",4,FWS,CA,
Sacramento River National Wildlife Refuge,NATURE,2003,2452810,Miscellaneous,2452810,174,2200,610,39.9053,-122.021,"Cohasset, CA 95973, USA",6,OTHER FEDERAL,CA,
Stone Lakes National Wildlife Refuge,ELK GROVE 1,2003,2452840,Miscellaneous,2452840,203,1900,422,38.38,-121.48,"Elk Grove, CA 95757, USA",7,STATE,CA,
San Luis National Wildlife Refuge,PELICAN SJR,2004,2453210,Miscellaneous,2453210,210,1800,1500,37.613,-121.168,"Stanislaus County, CA, USA",4,FWS,CA,
Grasslands Wildlife Management Area,DOS AMIGOS,2005,2453520,Equipment Use,2453520,154,2200,1232,36.9294,-120.841,"24500 CA-165, Los Banos, CA 93635, USA",8,PRIVATE,CA,
San Luis National Wildlife Refuge,I-5,2005,2453580,Miscellaneous,2453580,213,2000,3200,36.79,-120.75,"Firebaugh, CA 93622, USA",8,PRIVATE,CA,
