FIRE_NAME,LATITUDE,LONGITUDE,FIRE_SIZE,FIRE_YEAR,START_DATE,END_DATE,STATE,COUNTY,OWNER_DESCR,STAT_CAUSE_DESCR
CRATER,37.86805556,-118.9833333,5570,2001,8/12/2001,8/14/2001,CA,,USFS,Lightning
GAP,39.26888889,-120.6502778,2462,2001,8/12/2001,8/20/2001,CA,,STATE OR PRIVATE,Campfire
BSFMU31,41.69527778,-120.5716667,671,2001,8/11/2001,8/18/2001,CA,,USFS,Lightning
BELL,41.69527778,-120.9961111,2977,2001,8/10/2001,8/19/2001,CA,,USFS,Lightning
OBSERVATIO,40.77277,-120.24028,67792,2001,8/9/2001,8/17/2001,CA,Lassen,BLM,Lightning
SHU EAST,40.7182,-122.6078,640,2001,8/9/2001,8/13/2001,CA,Shasta,BLM,Powerline
ROCK,41.8875,-120.8672222,1313,2001,8/9/2001,8/17/2001,CA,,USFS,Lightning
BLUE,41.15944444,-120.3116667,34319,2001,8/9/2001,8/21/2001,CA,,USFS,Lightning
TROUGH,39.375,-122.635,24970,2001,8/8/2001,8/20/2001,CA,,USFS,Miscellaneous
SHAFFER,40.44135,-120.31873,1022,2001,8/8/2001,8/10/2001,CA,Lassen,BLM,Lightning
COWHEAD,41.86519,-120.0708,709,2001,8/8/2001,8/13/2001,CA,Modoc,BLM,Lightning
DEL PUERTO               ,37.42694444,-121.3419444,400,2001,8/3/2001,,CA,,MISSING/NOT SPECIFIED,Campfire
CLAY                     ,38.285,-121.1619444,535,2001,7/31/2001,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
BURNT,36.96043,-118.6996,2213,2001,7/30/2001,,CA,,NPS,Lightning
POWER HOUSE              ,40.99305555,-121.9411111,490,2001,7/28/2001,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SHELBY,34.2,-117.39,720,2001,7/27/2001,7/29/2001,CA,,MISSING/NOT SPECIFIED,Railroad
LMU GRASS,40.7982,-120.7394,992,2001,7/26/2001,7/31/2001,CA,Lassen,BLM,Lightning
STREAM,40.16722222,-120.6338889,3560,2001,7/26/2001,8/3/2001,CA,,USFS,Lightning
BRICEBURG,37.61527778,-119.9525,722,2001,7/24/2001,8/6/2001,CA,,MISSING/NOT SPECIFIED,Miscellaneous
RECHE                    ,33.99694444,-117.1469444,1798,2001,7/22/2001,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
CRANE                    ,37.39694444,-120.5488889,900,2001,7/16/2001,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SILENT,33.84166667,-116.9152778,548,2001,7/11/2001,7/14/2001,CA,,MISSING/NOT SPECIFIED,Miscellaneous
HOOVER,37.6249,-119.4865,9300,2001,7/10/2001,,CA,,NPS,Lightning
DUNN,40.9266,-120.0477,308,2001,7/9/2001,7/12/2001,CA,Lassen,BLM,Lightning
BALLINGER,33.60138889,-116.9166667,350,2001,7/9/2001,7/10/2001,CA,,MISSING/NOT SPECIFIED,Lightning
SIXTEEN                  ,38.36,-120.9919444,550,2001,7/6/2001,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
PAYEN                    ,38.62,-121.0861111,300,2001,7/5/2001,,CA,,MISSING/NOT SPECIFIED,Equipment Use
CLEAR,41.86666667,-121.125,4317,2001,7/3/2001,7/5/2001,CA,,FWS,Lightning
LAKE,38.2108,-120.7905,550,2001,7/3/2001,7/3/2001,CA,,BLM,Campfire
MCLAUGHLIN,37.75166667,-118.8675,2714,2001,7/2/2001,7/5/2001,CA,,USFS,Lightning
RIDGE,35.2883,-119.4951,516,2001,7/1/2001,7/1/2001,CA,,PRIVATE,Miscellaneous
AQUEDUCT,37.078663,-120.989141,700,2001,7/1/2001,7/1/2001,CA,,OTHER FEDERAL,Equipment Use
MC NAMMARA               ,37.22194444,-120.4788889,700,2001,7/1/2001,,CA,,MISSING/NOT SPECIFIED,Equipment Use
VANDER-BOWEN             ,35.92805555,-118.9380556,596,2001,6/29/2001,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BEVAN                    ,38.54694444,-121.1230556,500,2001,6/23/2001,,CA,,MISSING/NOT SPECIFIED,Equipment Use
RIDGE                    ,39.75111111,-123.3319444,610,2001,6/23/2001,,CA,,MISSING/NOT SPECIFIED,Equipment Use
WATKINS                  ,33.96805555,-117.3230556,1407,2001,6/23/2001,,CA,,MISSING/NOT SPECIFIED,Arson
DDEMOCRAT,35.51916667,-118.6183333,550,2001,6/23/2001,6/23/2001,CA,,USFS,Miscellaneous
CANYON,35.4675,-118.7586111,566,2001,6/18/2001,6/20/2001,CA,,USFS,Miscellaneous
TRAM,33.83472222,-116.6019444,300,2001,6/17/2001,6/18/2001,CA,,MISSING/NOT SPECIFIED,Arson
RED BANK                 ,40.10805555,-122.3619444,650,2001,6/17/2001,,CA,,MISSING/NOT SPECIFIED,Equipment Use
CHOCTAW,35.4666,-118.8343,601,2001,6/17/2001,6/17/2001,CA,Kern,PRIVATE,Debris Burning
MARTIS,38.7725,-119.7977778,14500,2001,6/17/2001,7/5/2001,CA,,MISSING/NOT SPECIFIED,Campfire
PACHECO                  ,37.09388888,-121.2261111,1550,2001,6/16/2001,,CA,,MISSING/NOT SPECIFIED,Equipment Use
SHINN,34.17388889,-117.6730556,300,2001,6/16/2001,6/21/2001,CA,,USFS,Arson
HEMLOCK,34.16666667,-117.0666667,1074,2001,6/14/2001,7/16/2001,CA,,USFS,Miscellaneous
JACKSON                  ,38.28694444,-120.9730556,2240,2001,6/13/2001,,CA,,MISSING/NOT SPECIFIED,Equipment Use
165,37.15,-120.8516667,950,2001,6/13/2001,6/14/2001,CA,,FWS,Miscellaneous
HOG,40.294469,-122.114011,340,2001,6/13/2001,6/13/2001,CA,Tehama,BLM,Equipment Use
SAN BENITO CATTLE CO     ,36.745,-121.21,580,2001,6/13/2001,,CA,,MISSING/NOT SPECIFIED,Arson
BARD,34.8133,-114.5805,572,2001,6/12/2001,6/13/2001,CA,,BIA,Campfire
FLAT                     ,40.20805555,-124.28,300,2001,6/3/2001,,CA,,MISSING/NOT SPECIFIED,Campfire
HUU FLAT,40.2353,-124.27719,308,2001,6/3/2001,6/5/2001,CA,Humboldt,BLM,Campfire
BIG,40.75,-123.2166667,800,2001,6/2/2001,6/5/2001,CA,,USFS,Miscellaneous
FREEMAN                  ,39.95111111,-122.2819444,390,2001,5/29/2001,,CA,,MISSING/NOT SPECIFIED,Equipment Use
LMU DEVIL,40.3716,-120.7794,4400,2001,5/27/2001,6/4/2001,CA,Lassen,PRIVATE,Miscellaneous
DEMO,40.31524,-120.02431,614,2001,5/26/2001,5/27/2001,CA,Lassen,BLM,Lightning
WHITE,36.28583333,-118.5169444,335,2001,5/21/2001,5/26/2001,CA,,USFS,Lightning
LARKIN                   ,39.48805555,-121.6038889,400,2001,5/20/2001,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HILTON,41.261789,-120.717281,390,2001,5/20/2001,5/25/2001,CA,Modoc,PRIVATE,Arson
ROCK,39.5675,-120.1191667,400,2001,5/10/2001,5/14/2001,CA,91,USFS,Debris Burning
JONES,41.8525,-122.7686111,1488,2001,5/9/2001,5/15/2001,CA,,STATE OR PRIVATE,Debris Burning
M-9,39.80916667,-122.7108333,830,2001,5/2/2001,5/3/2001,CA,,STATE OR PRIVATE,Miscellaneous
GREEN,34.867778,-117.663056,2400,2001,2/9/2001,,CA,RIVERSIDE,STATE,Missing/Undefined
VIEJAS,32.7792,-116.8342,10353,2001,1/3/2001,1/7/2001,CA,,BIA,Smoking
LAVA BUTTE,36.78277778,-118.8619444,303,2000,12/30/2000,1/8/2001,CA,,USFS,Miscellaneous
FOOTHILL,34.47583333,-118.8558333,480,2000,12/18/2000,12/20/2000,CA,,MISSING/NOT SPECIFIED,Miscellaneous
LATROBE                  ,38.63388888,-121.0680556,750,2000,10/21/2000,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HIDDEN                   ,38.76194444,-122.5661111,4500,2000,10/21/2000,,CA,,MISSING/NOT SPECIFIED,Equipment Use
JOURNEY,40.33333333,-123.3847222,990,2000,10/7/2000,10/13/2000,CA,,STATE OR PRIVATE,Arson
WORSHAM                  ,36.67111111,-119.7819444,500,2000,10/6/2000,,CA,,MISSING/NOT SPECIFIED,Equipment Use
TGU WEIN,39.9665,-122.6094,8284,2000,9/29/2000,10/5/2000,CA,Tehama,BLM,Debris Burning
SIXTEEN                  ,38.73,-122.145,400,2000,9/21/2000,,CA,,MISSING/NOT SPECIFIED,Arson
BTU CONCOW,39.7349,-121.5311,1856,2000,9/19/2000,9/25/2000,CA,Butte,PRIVATE,Equipment Use
PARADISE,34.57111111,-118.6902778,427,2000,9/14/2000,9/14/2000,CA,,USFS,Miscellaneous
LYONS,32.70416667,-116.7227778,494,2000,9/13/2000,9/15/2000,CA,,MISSING/NOT SPECIFIED,Arson
YUCCA,34.50333333,-118.2975,865,2000,9/13/2000,9/14/2000,CA,,MISSING/NOT SPECIFIED,Miscellaneous
BLACK RANCH              ,33.98388888,-116.9030556,475,2000,9/9/2000,,CA,,MISSING/NOT SPECIFIED,Equipment Use
FKU-009369               ,36.61,-120.325,300,2000,8/30/2000,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
HUNTER,37.6166,-120.2177,8600,2000,8/27/2000,8/30/2000,CA,Mariposa,BLM,Miscellaneous
BLECH                    ,35.59305555,-120.31,463.5,2000,8/21/2000,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
STORRIE,39.91694444,-121.3175,55261,2000,8/17/2000,9/27/2000,CA,,USFS,Railroad
COOLEY (SKU-3009),41.81666666,-122.4833333,600,2000,8/17/2000,8/17/2000,CA,,MISSING/NOT SPECIFIED,Missing/Undefined
UNION                    ,40.70194444,-122.3269444,350,2000,8/14/2000,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HIGHWAY,37.0525,-119.4633333,659,2000,8/13/2000,8/16/2000,CA,,MISSING/NOT SPECIFIED,Arson
ROMERO                   ,37.07888888,-121.0980556,1600,2000,8/9/2000,,CA,,MISSING/NOT SPECIFIED,Equipment Use
PARROTS,38.2252,-120.3605,699,2000,8/5/2000,8/6/2000,CA,,BLM,Equipment Use
NORTHFORK,40.2582,-120.7594,1860,2000,8/3/2000,8/14/2000,CA,,PRIVATE,Equipment Use
SAWMILL,36.91666667,-118.3169444,321,2000,8/3/2000,8/13/2000,CA,,USFS,Lightning
DRIVERS,38.963719,-120.943531,360,2000,8/2/2000,8/4/2000,CA,Placer,BOR,Miscellaneous
WINTERS                  ,38.525,-121.925,380,2000,8/2/2000,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
KING,35.485,-118.5013889,3242,2000,8/1/2000,8/1/2000,CA,,STATE OR PRIVATE,Lightning
GOLDEN,38.5444,-119.5029,2150,2000,8/1/2000,8/18/2000,CA,Mono,BLM,Lightning
PECHANGA,33.44305556,-117.0230556,10380.2,2000,7/29/2000,9/19/2000,CA,,MISSING/NOT SPECIFIED,Arson
CHOLAME LAND  CATTLE,35.713933,-120.170786,710,2000,7/27/2000,7/27/2000,CA,Kern,PRIVATE,Equipment Use
CA-SKU-2574 MARYS,41.81666666,-122.4833333,800,2000,7/26/2000,7/26/2000,CA,,MISSING/NOT SPECIFIED,Missing/Undefined
PATTERSON PASS #3        ,37.715,-121.5219444,432,2000,7/26/2000,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
LNU MORGAN,38.9182,-122.6994,3283,2000,7/26/2000,7/30/2000,CA,Lake,BLM,Miscellaneous
PLASKETT 2,35.93027778,-121.4333333,5856,2000,7/22/2000,8/4/2000,CA,,USFS,Miscellaneous
SHELL,35.15,-119.601,6762,2000,7/22/2000,7/23/2000,CA,Kern,BLM,Equipment Use
BUCKMAN,32.76166667,-116.4783333,300,2000,7/22/2000,7/23/2000,CA,,USFS,Arson
HAPPY,36.0713,-117.107,5861,2000,7/22/2000,8/8/2000,CA,,NPS,Debris Burning
MANTER,35.86777778,-118.2838889,75000,2000,7/22/2000,9/6/2000,CA,,USFS,Miscellaneous
BARK,41.83583333,-122.9,1715,2000,7/21/2000,7/28/2000,CA,,STATE OR PRIVATE,Miscellaneous
GOAT,40.41735,-120.804489,1084,2000,7/18/2000,7/25/2000,CA,Lassen,PRIVATE,Campfire
SUCCESS                  ,36.08694444,-118.9911111,320,2000,7/9/2000,,CA,,MISSING/NOT SPECIFIED,Arson
MERCEY,36.7102,-120.7088,450,2000,7/7/2000,7/7/2000,CA,,PRIVATE,Miscellaneous
ARNOT,38.43388889,-119.785,780,2000,7/3/2000,8/2/2000,CA,,USFS,Lightning
CITRUS                   ,34.04111111,-117.4269444,600,2000,7/3/2000,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
GRANITE,37.7173,-120.287369,2000,2000,7/2/2000,7/9/2000,CA,Mariposa,PRIVATE,Arson
CCD TURTLE,40.0649,-120.046,1076,2000,6/29/2000,7/6/2000,CA,Lassen,BLM,Lightning
BARRETT,32.6223,-116.685,2000,2000,6/29/2000,7/2/2000,CA,San Diego,BLM,Campfire
RICHGROVE                ,35.79805555,-118.9911111,450,2000,6/28/2000,,CA,,MISSING/NOT SPECIFIED,Equipment Use
LINDSAY                  ,36.24611111,-119.0730556,400,2000,6/18/2000,,CA,,MISSING/NOT SPECIFIED,Arson
BERRYESSA                ,38.55388888,-122.2330556,5731,2000,6/13/2000,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BTU-5945           LARKIN INC.,39.48333333,-121.6,475,2000,6/13/2000,6/14/2000,CA,,MISSING/NOT SPECIFIED,Missing/Undefined
CALABASAS,34.1833,-118.6843,640,2000,6/11/2000,6/12/2000,CA,,PRIVATE,Missing/Undefined
DRY,34.55305556,-118.5158333,356,2000,6/6/2000,6/6/2000,CA,,USFS,Arson
CRYSTAL,36.30777778,-118.105,330,2000,6/5/2000,6/30/2000,CA,,USFS,Lightning
ELEPHANT                 ,36.30388888,-119.0538889,497,2000,6/1/2000,,CA,,MISSING/NOT SPECIFIED,Debris Burning
AZUSA,37.93333333,-119.1188889,740,2000,5/29/2000,6/1/2000,CA,,USFS,Campfire
ROBINSON II,39.98333333,-120.1169444,505,2000,4/4/2000,4/5/2000,CA,,STATE OR PRIVATE,Debris Burning
CABBAGE,39.47361111,-122.8416667,1700,2000,4/1/2000,4/5/2000,CA,,USFS,Campfire
TOWN,39.625,-122.6861111,1140,2000,3/31/2000,4/1/2000,CA,,USFS,Miscellaneous
SANTA ANITA II,34.18333333,-118.0172222,750,1999,12/27/1999,12/29/1999,CA,,USFS,Miscellaneous
RANCH,34.45055556,-119.1297222,4371,1999,12/21/1999,12/27/1999,CA,,MISSING/NOT SPECIFIED,Miscellaneous
LOSTVALLEY,37.7572,-119.47043,889,1999,11/6/1999,11/8/1999,CA,,NPS,Debris Burning
BORDER 99,32.5903,-116.8892,300,1999,10/22/1999,10/22/1999,CA,San Diego,BLM,Missing/Undefined
PENDOLA,39.47138889,-121.0863889,11725,1999,10/16/1999,10/25/1999,CA,,STATE OR PRIVATE,Miscellaneous
GEYERS  (CA-LNU-6468),38.06666666,-122.0833333,1300,1999,10/16/1999,10/18/1999,CA,,MISSING/NOT SPECIFIED,Missing/Undefined
JONES,40.71861111,-122.2011111,26202,1999,10/16/1999,10/30/1999,CA,,USFS,Miscellaneous
LNU SIXTEE,38.9616,-122.3461,40000,1999,10/16/1999,10/22/1999,CA,,PRIVATE,Arson
P.G.&E. #22              ,38.73111111,-122.8238889,1200,1999,10/16/1999,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BORDER  95,32.597311,-116.4279,1000,1999,10/8/1999,10/12/1999,CA,San Diego,BLM,Campfire
GLORIA,32.6001,-116.4342,1250,1999,10/8/1999,10/10/1999,CA,San Diego,BLM,Debris Burning
SHOCKEY,32.6164,-116.4361,3880,1999,10/3/1999,10/6/1999,CA,San Diego,BLM,Debris Burning
CHASE,33.82777778,-117.6383333,440,1999,9/30/1999,9/30/1999,CA,,STATE OR PRIVATE,Arson
LA_JOLLA,33.27388889,-116.8569444,6800,1999,9/30/1999,10/5/1999,CA,,OTHER FEDERAL,Debris Burning
PROCTOR,32.6683875,-116.9269126,850,1999,9/30/1999,10/1/1999,CA,,FWS,Miscellaneous
CROCKER,35.23,-119.6707,320,1999,9/29/1999,9/29/1999,CA,,PRIVATE,Miscellaneous
GUN 2,40.22,-121.6622222,60390,1999,9/28/1999,10/25/1999,CA,,STATE OR PRIVATE,Miscellaneous
LNU RUMSEY,38.88779,-122.25396,3500,1999,9/28/1999,9/30/1999,CA,Yolo,BLM,Miscellaneous
MODESTO ENERGY #2        ,37.54388888,-121.295,900,1999,9/27/1999,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
MYRTLE                   ,38.09805555,-120.8980556,300,1999,9/27/1999,,CA,,MISSING/NOT SPECIFIED,Equipment Use
ROAD 2                   ,38.90388888,-122.0161111,600,1999,9/27/1999,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
CANYON 4,40.495539,-122.399281,2580,1999,9/26/1999,9/28/1999,CA,Shasta,PRIVATE,Equipment Use
CAR                      ,37.71611111,-121.6861111,450,1999,9/26/1999,,CA,,MISSING/NOT SPECIFIED,Equipment Use
ROWLES,39.90527778,-122.0205556,790,1999,9/26/1999,9/26/1999,CA,,OTHER FEDERAL,Miscellaneous
LAKE 2,41.63718,-120.42458,2928,1999,9/25/1999,9/27/1999,CA,Modoc,BLM,Miscellaneous
WILLIAMS,36.7366,-118.6865,573,1999,9/18/1999,,CA,,NPS,Lightning
HARE,36.01694444,-121.5005556,49551,1999,9/13/1999,10/11/1999,CA,,USFS,Lightning
LOOKOUT                  ,38.715,-122.1988889,300,1999,9/9/1999,,CA,,MISSING/NOT SPECIFIED,Lightning
FIVE,36.21805556,-121.6344444,12960,1999,9/9/1999,10/10/1999,CA,,USFS,Lightning
LIGHTNING 18,37.834381,-120.36485,300,1999,9/9/1999,9/12/1999,CA,Tuolumne,PRIVATE,Lightning
WINTON,38.43,-120.4397222,400,1999,9/9/1999,9/13/1999,CA,,MISSING/NOT SPECIFIED,Lightning
KIRK,36.00138889,-121.4838889,344,1999,9/8/1999,9/11/1999,CA,,USFS,Lightning
RICHBAR COMPLEX,35.48333333,-118.7,2570,1999,9/8/1999,9/11/1999,CA,,USFS,Miscellaneous
TASSAJARA,36.26833333,-121.6172222,23761,1999,9/8/1999,11/19/1999,CA,,USFS,Lightning
CEMETARY,39.8025,-120.1408333,3930,1999,9/6/1999,9/9/1999,CA,,STATE OR PRIVATE,Miscellaneous
COULTERVILLE             ,37.72,-120.2119444,700,1999,8/30/1999,,CA,,MISSING/NOT SPECIFIED,Arson
RANGE                    ,37.22305555,-121.7219444,1200,1999,8/30/1999,,CA,,MISSING/NOT SPECIFIED,Equipment Use
MERCED                   ,37.63,-120.3061111,1000,1999,8/30/1999,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
COULTERVIL,37.6866,-120.2157,978,1999,8/30/1999,8/30/1999,CA,Mariposa,PRIVATE,Arson
TWO,35.2639,-119.3704,700,1999,8/30/1999,8/30/1999,CA,,PRIVATE,Equipment Use
BRIDGE,34.23361111,-117.85,7200,1999,8/29/1999,9/7/1999,CA,,STATE OR PRIVATE,Arson
SHANNON,34.5333,-118.2029,3600,1999,8/29/1999,9/1/1999,CA,Los Angeles,BLM,Miscellaneous
WILLOW,34.2675,-117.1347222,65000,1999,8/28/1999,9/6/1999,CA,,USFS,Miscellaneous
MIXING,33.68555556,-116.7519444,3300,1999,8/28/1999,9/9/1999,CA,,USFS,Arson
PINE,33.86666667,-116.8191667,1562,1999,8/28/1999,9/2/1999,CA,,MISSING/NOT SPECIFIED,Arson
TIVY MTN. FIRE           ,36.78611111,-119.3661111,325,1999,8/26/1999,,CA,,MISSING/NOT SPECIFIED,Lightning
TORCH,35.9999,-118.0009,320,1999,8/26/1999,8/26/1999,CA,,BIA,Arson
SHEEP #3,40.89722222,-122.4683333,650,1999,8/25/1999,9/7/1999,CA,,USFS,Lightning
SHINN,34.1675,-117.6675,656,1999,8/25/1999,8/29/1999,CA,,STATE OR PRIVATE,Miscellaneous
HORTON_2,39.88472222,-120.3508333,4336,1999,8/24/1999,9/7/1999,CA,,USFS,Equipment Use
SYCAMORE #2              ,39.80611111,-121.7588889,2005,1999,8/23/1999,,CA,,MISSING/NOT SPECIFIED,Lightning
SHU SPRING,40.6882,-122.5128,807,1999,8/23/1999,9/11/1999,CA,Shasta,BLM,Lightning
MUSTY #3                 ,39.83611111,-121.7219444,13652,1999,8/23/1999,,CA,,MISSING/NOT SPECIFIED,Lightning
MEGRAM,41.1025,-123.375,124898,1999,8/23/1999,11/3/1999,CA,,USFS,Lightning
DEHAVEN,40.30055556,-121.8316667,17000,1999,8/23/1999,8/31/1999,CA,,MISSING/NOT SPECIFIED,Equipment Use
BTU BLOOM,39.64822,-121.47441,2590,1999,8/23/1999,9/5/1999,CA,Butte,BLM,Lightning
SHEEP #1,40.86916667,-122.5025,1280,1999,8/23/1999,9/19/1999,CA,,USFS,Lightning
ROCK #4                  ,40.43888888,-121.87,1400,1999,8/23/1999,,CA,,MISSING/NOT SPECIFIED,Lightning
ANNIE,41.86989,-120.08606,640,1999,8/23/1999,8/27/1999,CA,Modoc,BLM,Lightning
LUNCH,40.91722222,-122.4677778,1533,1999,8/23/1999,10/5/1999,CA,,USFS,Lightning
WILLOW,40.55989,-120.6444,7700,1999,8/23/1999,8/28/1999,CA,Lassen,BLM,Miscellaneous
BOHEMOTASH,40.78361111,-122.4675,14090,1999,8/23/1999,9/7/1999,CA,,STATE OR PRIVATE,Lightning
INKS,40.309011,-122.113769,5021,1999,8/23/1999,8/24/1999,CA,Tehama,BLM,Lightning
BTU SOUTH,39.53322,-121.41941,1572,1999,8/23/1999,9/5/1999,CA,Butte,BLM,Lightning
MAMMOTH,40.73583333,-122.4336111,500,1999,8/23/1999,8/30/1999,CA,,USFS,Lightning
DOG,40.90222222,-122.4677778,700,1999,8/23/1999,10/5/1999,CA,,USFS,Lightning
BTU DOE 2,39.73488,-121.7361,10857,1999,8/23/1999,9/5/1999,CA,Butte,BLM,Lightning
REPTILE,40.96888889,-122.5169444,1674,1999,8/23/1999,10/5/1999,CA,,USFS,Lightning
YELLOW,41.75305556,-121.6325,4669,1999,8/23/1999,8/30/1999,CA,,USFS,Lightning
MUSTY 1,39.893631,-121.588381,500,1999,8/23/1999,8/26/1999,CA,Butte,PRIVATE,Lightning
MUSTY 2,39.893631,-121.588381,500,1999,8/23/1999,8/28/1999,CA,Butte,PRIVATE,Lightning
UNION,39.59175,-121.400261,736,1999,8/23/1999,9/5/1999,CA,Butte,PRIVATE,Lightning
HIGH,40.95138889,-122.3013889,3082,1999,8/23/1999,10/5/1999,CA,,STATE OR PRIVATE,Lightning
WOODLAND,39.85105,-121.7042,995,1999,8/23/1999,9/5/1999,CA,Butte,PRIVATE,Lightning
SHEEP #2,40.885,-122.4852778,960,1999,8/23/1999,9/7/1999,CA,,USFS,Lightning
JACKASS,40.83555556,-122.4344444,5760,1999,8/23/1999,9/7/1999,CA,,USFS,Lightning
BEAN,39.62916667,-121.2913889,1475,1999,8/23/1999,9/2/1999,CA,,OTHER FEDERAL,Lightning
STAG,39.61805556,-121.0838889,467,1999,8/23/1999,9/6/1999,CA,,USFS,Lightning
DEVILS GAP,39.68444444,-121.0508333,1450,1999,8/23/1999,9/28/1999,CA,,USFS,Lightning
SPRING                   ,40.38194444,-122.1311111,6140,1999,8/23/1999,,CA,,MISSING/NOT SPECIFIED,Lightning
LOOKOUT,39.83388889,-121.0855556,2630,1999,8/23/1999,10/10/1999,CA,,USFS,Lightning
PIEGEON,39.83416667,-121.0333333,4713,1999,8/23/1999,9/17/1999,CA,,USFS,Lightning
PASKENTA                 ,40.15,-122.2838889,1140,1999,8/23/1999,,CA,,MISSING/NOT SPECIFIED,Lightning
SUGAR,40.86583333,-122.4355556,5440,1999,8/23/1999,9/7/1999,CA,,STATE OR PRIVATE,Lightning
JELLYS 1,40.295069,-122.208211,780,1999,8/23/1999,8/23/1999,CA,Tehama,PRIVATE,Lightning
BUCKS,39.90166667,-121.3166667,34175,1999,8/23/1999,10/10/1999,CA,,USFS,Lightning
BIG 2,39.88472222,-121.35,1001,1999,8/23/1999,10/10/1999,CA,,USFS,Lightning
ABRAHAM                  ,40.29388888,-122.0561111,650,1999,8/23/1999,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
PILOT,37.82305556,-120.0175,4028,1999,8/23/1999,8/30/1999,CA,,STATE OR PRIVATE,Equipment Use
DYE                      ,40.135,-122.095,400,1999,8/22/1999,,CA,,MISSING/NOT SPECIFIED,Arson
PINE,41.70972222,-121.0733333,30568,1999,8/22/1999,9/1/1999,CA,,USFS,Lightning
CAMPO,32.6167,-116.5008,1106,1999,8/21/1999,8/22/1999,CA,San Diego,BLM,Debris Burning
LAGUNA_100,32.88,-116.4166667,4416,1999,8/14/1999,8/17/1999,CA,,USFS,Arson
33,35.81111111,-119.9769444,400,1999,8/13/1999,,CA,,MISSING/NOT SPECIFIED,Equipment Use
COW II,35.9999,-118.0009,325,1999,8/12/1999,8/12/1999,CA,,BIA,Arson
N PARKCPLX,37.9308,-119.6149,11705.4,1999,8/10/1999,,CA,,NPS,Lightning
HIRAM,38.45027778,-119.8833333,2843,1999,8/10/1999,12/1/1999,CA,,USFS,Lightning
SHEEP,41.80055556,-121.6008333,676,1999,8/9/1999,8/11/1999,CA,,USFS,Lightning
DEER,38.54222222,-119.9172222,326,1999,8/6/1999,10/11/1999,CA,,USFS,Lightning
RAVE,40.7799,-120.06438,4820,1999,8/4/1999,8/4/1999,CA,Lassen,BLM,Lightning
INTERSTATE,34.58444444,-118.7022222,350,1999,7/28/1999,7/28/1999,CA,,USFS,Equipment Use
TURTLE,34.35083333,-117.5275,4035,1999,7/25/1999,7/28/1999,CA,,USFS,Equipment Use
STEIN,41.40694444,-123.2683333,876,1999,7/24/1999,9/7/1999,CA,,USFS,Lightning
EAST,41.73555556,-123.3508333,1147,1999,7/24/1999,8/10/1999,CA,,USFS,Lightning
GOAT CA LAC 99119650,33.33333333,-118.3333333,350,1999,7/21/1999,7/25/1999,CA,,MISSING/NOT SPECIFIED,Missing/Undefined
SPANISH,35.04555556,-119.9772222,14537,1999,7/18/1999,7/26/1999,CA,,MISSING/NOT SPECIFIED,Equipment Use
FIVE,34.88166667,-118.9266667,316,1999,7/17/1999,7/17/1999,CA,,MISSING/NOT SPECIFIED,Equipment Use
HOLSER CA VNC 18889,34.45,-118.7166667,2000,1999,7/17/1999,7/18/1999,CA,,MISSING/NOT SPECIFIED,Missing/Undefined
DARK,37.8471,-119.6146,865.8,1999,7/14/1999,,CA,,NPS,Lightning
49,37.6747,-120.1796,395,1999,7/13/1999,7/15/1999,CA,,BLM,Powerline
WATTS                    ,36.77194444,-119.4919444,1185,1999,7/13/1999,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
PELLOWS,39.90725,-122.618531,1200,1999,7/11/1999,7/12/1999,CA,Tehama,PRIVATE,Equipment Use
SPARKCPLX,37.6288,-119.5835,2299,1999,7/11/1999,,CA,,NPS,Lightning
ELLIOT,34.31666667,-117.4180556,2576,1999,7/6/1999,7/7/1999,CA,,USFS,Miscellaneous
BROWNS                   ,38.41,-121.9769444,450,1999,7/5/1999,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SHU LOWDEN,40.6882,-122.8545,2000,1999,7/2/1999,7/31/1999,CA,Trinity,BLM,Debris Burning
DIGIER,34.8825,-118.9177778,810,1999,6/29/1999,7/2/1999,CA,,USFS,Miscellaneous
COTTONWOOD,32.8001,-116.3384,631,1999,6/27/1999,6/28/1999,CA,San Diego,BLM,Campfire
OAT II,35.9999,-118.0009,620,1999,6/27/1999,6/27/1999,CA,,BIA,Arson
